order_id,order_date,customer_id,product_id,quantity,discount_pct,base_price,unit_price,revenue,region,customer_segment,year,month,month_name
501978,2025-07-13,23737,15,3,0.05,203.7,188.56,537.4,South,Consumer,2025,7,Jul
501979,2024-12-15,23099,6,3,0.0,183.47,192.06,576.18,South,Small Business,2024,12,Dec
501980,2024-11-29,21942,9,1,0.1,308.58,321.23,289.11,West,Small Business,2024,11,Nov
501981,2024-07-17,22068,16,3,0.0,113.27,117.54,352.62,West,Consumer,2024,7,Jul
501982,2024-11-09,23732,18,2,0.0,376.89,394.73,789.46,Central,Consumer,2024,11,Nov
501983,2024-06-22,21351,6,4,0.0,183.47,192.48,769.92,South,Small Business,2024,6,Jun
501984,2024-10-11,22199,10,1,0.15,452.53,447.36,380.26,North,Consumer,2024,10,Oct
501985,2024-09-19,23638,15,2,0.05,203.7,198.28,376.73,South,Small Business,2024,9,Sep
501986,2025-11-20,20387,8,2,0.0,289.09,308.87,617.74,Central,Small Business,2025,11,Nov
501987,2024-10-08,22285,5,2,0.05,310.91,327.37,622.0,West,Small Business,2024,10,Oct
501988,2025-05-18,20557,20,4,0.15,187.69,175.31,596.05,South,Consumer,2025,5,May
501989,2024-09-06,23405,6,3,0.1,183.47,179.2,483.84,Central,Small Business,2024,9,Sep
501990,2024-09-12,21992,22,4,0.05,356.25,327.96,1246.25,Central,Consumer,2024,9,Sep
501991,2024-09-25,22235,5,3,0.05,310.91,301.99,860.67,Central,Corporate,2024,9,Sep
501992,2025-05-29,20100,28,1,0.05,297.74,307.46,292.09,South,Consumer,2025,5,May
501993,2024-05-28,20123,16,1,0.05,113.27,108.8,103.36,West,Small Business,2024,5,May
501994,2025-01-29,23074,17,2,0.0,364.39,342.01,684.02,Central,Corporate,2025,1,Jan
501995,2025-01-03,23842,13,4,0.05,509.47,481.04,1827.95,North,Consumer,2025,1,Jan
501996,2025-02-24,21231,29,4,0.0,538.73,506.64,2026.56,Central,Small Business,2025,2,Feb
501997,2024-03-08,22411,3,1,0.0,379.36,367.97,367.97,West,Small Business,2024,3,Mar
501998,2025-10-30,20126,7,1,0.05,208.23,211.87,201.28,East,Corporate,2025,10,Oct
501999,2024-07-14,20449,22,2,0.0,356.25,328.07,656.14,South,Small Business,2024,7,Jul
502000,2025-03-19,22595,16,1,0.1,113.27,118.56,106.7,Central,Small Business,2025,3,Mar
502001,2024-08-25,20963,17,1,0.1,364.39,337.47,303.72,Central,Consumer,2024,8,Aug
502002,2025-10-24,22423,14,1,0.15,323.49,343.4,291.89,West,Small Business,2025,10,Oct
502003,2025-12-11,22876,16,2,0.05,113.27,120.36,228.68,East,Consumer,2025,12,Dec
502004,2025-01-22,20507,21,3,0.15,301.42,297.16,757.76,Central,Consumer,2025,1,Jan
502005,2025-10-10,22720,16,2,0.1,113.27,111.57,200.83,South,Consumer,2025,10,Oct
502006,2025-07-14,20726,7,4,0.15,208.23,203.84,693.06,Central,Consumer,2025,7,Jul
502007,2025-12-06,21733,25,4,0.05,408.11,402.74,1530.41,Central,Corporate,2025,12,Dec
502008,2025-01-21,22974,4,4,0.1,453.41,435.54,1567.94,Central,Consumer,2025,1,Jan
502009,2025-04-11,21867,28,3,0.0,297.74,303.34,910.02,Central,Consumer,2025,4,Apr
502010,2025-02-17,20605,14,1,0.1,323.49,339.33,305.4,North,Consumer,2025,2,Feb
502011,2025-06-09,22973,15,4,0.1,203.7,194.48,700.13,South,Small Business,2025,6,Jun
502012,2024-11-10,20026,21,4,0.05,301.42,300.41,1141.56,Central,Corporate,2024,11,Nov
502013,2024-10-31,23939,26,4,0.0,173.18,182.2,728.8,East,Consumer,2024,10,Oct
502014,2025-04-25,23999,22,1,0.05,356.25,349.77,332.28,Central,Corporate,2025,4,Apr
502015,2025-10-18,23459,5,3,0.2,310.91,305.91,734.18,East,Small Business,2025,10,Oct
502016,2024-02-19,21161,21,3,0.2,301.42,307.93,739.03,Central,Consumer,2024,2,Feb
502017,2025-11-19,20165,23,1,0.2,430.62,423.43,338.74,East,Consumer,2025,11,Nov
502018,2025-05-14,23565,20,4,0.2,187.69,195.51,625.63,Central,Consumer,2025,5,May
502019,2024-01-17,22817,12,1,0.1,119.8,125.54,112.99,East,Consumer,2024,1,Jan
502020,2025-01-16,21657,5,2,0.05,310.91,298.16,566.5,South,Corporate,2025,1,Jan
502021,2025-11-02,20928,3,1,0.15,379.36,397.33,337.73,Central,Small Business,2025,11,Nov
502022,2025-06-13,23852,24,2,0.05,471.09,453.56,861.76,Central,Consumer,2025,6,Jun
502023,2025-02-12,21596,27,2,0.0,282.82,284.19,568.38,East,Consumer,2025,2,Feb
502024,2024-01-08,21720,17,3,0.15,364.39,382.57,975.55,Central,Consumer,2024,1,Jan
502025,2024-11-21,23180,27,3,0.0,282.82,301.14,903.42,East,Consumer,2024,11,Nov
502026,2024-08-01,22998,3,4,0.0,379.36,384.22,1536.88,South,Consumer,2024,8,Aug
502027,2025-08-26,21598,28,1,0.15,297.74,278.89,237.06,Central,Corporate,2025,8,Aug
502028,2025-02-18,23863,8,3,0.1,289.09,294.56,795.31,West,Corporate,2025,2,Feb
502029,2024-07-13,21863,12,3,0.0,119.8,123.45,370.35,South,Consumer,2024,7,Jul
502030,2024-12-05,21130,8,4,0.05,289.09,304.63,1157.59,Central,Corporate,2024,12,Dec
502031,2025-05-11,20781,12,3,0.0,119.8,110.45,331.35,South,Small Business,2025,5,May
502032,2024-03-20,20119,4,3,0.1,453.41,455.64,1230.23,Central,Consumer,2024,3,Mar
502033,2024-12-25,20318,15,1,0.0,203.7,201.65,201.65,West,Small Business,2024,12,Dec
502034,2024-02-09,21795,5,2,0.05,310.91,324.04,615.68,South,Corporate,2024,2,Feb
502035,2024-05-11,23918,6,1,0.0,183.47,176.44,176.44,Central,Corporate,2024,5,May
502036,2024-10-22,23046,27,4,0.1,282.82,303.29,1091.84,South,Small Business,2024,10,Oct
502037,2025-03-10,20724,4,1,0.2,453.41,454.85,363.88,West,Corporate,2025,3,Mar
502038,2024-10-31,22257,14,4,0.0,323.49,310.84,1243.36,East,Consumer,2024,10,Oct
502039,2025-11-10,21596,16,4,0.05,113.27,108.41,411.96,East,Consumer,2025,11,Nov
502040,2024-10-04,23342,13,3,0.05,509.47,515.19,1468.29,West,Consumer,2024,10,Oct
502041,2025-04-05,21018,15,1,0.0,203.7,196.97,196.97,Central,Consumer,2025,4,Apr
502042,2025-11-17,21067,25,1,0.0,408.11,395.61,395.61,South,Consumer,2025,11,Nov
502043,2025-04-23,22757,11,2,0.0,526.43,557.54,1115.08,North,Consumer,2025,4,Apr
502044,2024-05-30,20272,11,1,0.05,526.43,505.45,480.18,South,Consumer,2024,5,May
502045,2024-01-09,21124,6,4,0.0,183.47,171.69,686.76,East,Consumer,2024,1,Jan
502046,2025-06-07,20884,10,1,0.0,452.53,428.1,428.1,South,Corporate,2025,6,Jun
502047,2024-06-01,21706,27,4,0.05,282.82,296.98,1128.52,East,Consumer,2024,6,Jun
502048,2024-05-12,20915,7,2,0.05,208.23,212.17,403.12,East,Consumer,2024,5,May
502049,2025-09-02,23328,6,2,0.2,183.47,194.79,311.66,South,Small Business,2025,9,Sep
502050,2024-02-02,21342,3,1,0.05,379.36,409.19,388.73,East,Small Business,2024,2,Feb
502051,2024-08-18,21427,30,2,0.0,300.75,313.05,626.1,South,Corporate,2024,8,Aug
502052,2025-03-30,21248,6,3,0.0,183.47,180.71,542.13,Central,Corporate,2025,3,Mar
502053,2025-10-30,21699,7,4,0.1,208.23,205.58,740.09,South,Small Business,2025,10,Oct
502054,2025-09-08,20937,25,2,0.0,408.11,388.55,777.1,Central,Small Business,2025,9,Sep
502055,2025-04-26,22933,27,3,0.15,282.82,293.11,747.43,Central,Small Business,2025,4,Apr
502056,2024-08-29,20488,17,1,0.0,364.39,335.74,335.74,Central,Consumer,2024,8,Aug
502057,2024-06-16,20345,9,2,0.0,308.58,332.6,665.2,North,Corporate,2024,6,Jun
502058,2025-01-31,22088,18,4,0.05,376.89,406.28,1543.86,South,Small Business,2025,1,Jan
502059,2025-03-19,21943,25,1,0.05,408.11,416.5,395.67,East,Corporate,2025,3,Mar
502060,2025-04-05,22846,12,3,0.05,119.8,121.27,345.62,South,Corporate,2025,4,Apr
502061,2025-12-20,20382,24,1,0.0,471.09,454.74,454.74,East,Consumer,2025,12,Dec
502062,2025-05-03,23634,15,2,0.1,203.7,205.02,369.04,South,Consumer,2025,5,May
502063,2024-04-30,22339,21,2,0.0,301.42,298.03,596.06,Central,Consumer,2024,4,Apr
502064,2025-03-17,21104,20,2,0.2,187.69,173.54,277.66,South,Consumer,2025,3,Mar
502065,2025-08-20,23058,14,3,0.05,323.49,336.34,958.57,East,Consumer,2025,8,Aug
502066,2025-10-17,22643,13,1,0.0,509.47,476.05,476.05,Central,Consumer,2025,10,Oct
502067,2024-10-01,23638,25,2,0.05,408.11,386.47,734.29,South,Small Business,2024,10,Oct
502068,2024-05-13,22111,10,3,0.0,452.53,444.73,1334.19,Central,Small Business,2024,5,May
502069,2024-10-06,22763,20,2,0.0,187.69,196.97,393.94,Central,Small Business,2024,10,Oct
502070,2025-06-26,23536,8,4,0.0,289.09,311.15,1244.6,West,Consumer,2025,6,Jun
502071,2024-05-22,23304,20,4,0.1,187.69,192.17,691.81,Central,Consumer,2024,5,May
502072,2025-11-23,22781,7,3,0.1,208.23,214.76,579.85,South,Small Business,2025,11,Nov
502073,2025-08-24,21520,16,1,0.05,113.27,109.72,104.23,Central,Consumer,2025,8,Aug
502074,2024-09-12,20732,18,1,0.05,376.89,348.15,330.74,Central,Consumer,2024,9,Sep
502075,2024-11-19,20129,5,3,0.05,310.91,304.51,867.85,Central,Consumer,2024,11,Nov
502076,2025-07-22,21066,3,3,0.0,379.36,406.65,1219.95,East,Consumer,2025,7,Jul
502077,2025-03-25,21881,8,1,0.05,289.09,279.26,265.3,Central,Small Business,2025,3,Mar
502078,2025-03-24,22498,5,1,0.05,310.91,333.49,316.82,West,Small Business,2025,3,Mar
502079,2024-05-10,20767,10,4,0.1,452.53,467.44,1682.78,South,Consumer,2024,5,May
502080,2024-07-20,23005,18,4,0.0,376.89,349.01,1396.04,West,Consumer,2024,7,Jul
502081,2024-05-17,23471,11,1,0.0,526.43,549.5,549.5,Central,Small Business,2024,5,May
502082,2024-10-22,20315,25,3,0.05,408.11,403.43,1149.78,Central,Consumer,2024,10,Oct
502083,2025-03-15,23434,15,3,0.0,203.7,189.99,569.97,West,Consumer,2025,3,Mar
502084,2025-10-02,22586,8,3,0.05,289.09,309.29,881.48,Central,Small Business,2025,10,Oct
502085,2025-12-14,20285,1,2,0.05,118.77,125.82,239.06,South,Small Business,2025,12,Dec
502086,2024-12-17,20682,1,4,0.0,118.77,125.88,503.52,West,Corporate,2024,12,Dec
502087,2024-11-01,22991,29,3,0.0,538.73,562.36,1687.08,North,Consumer,2024,11,Nov
502088,2024-08-02,23772,21,4,0.05,301.42,309.01,1174.24,West,Corporate,2024,8,Aug
502089,2025-09-16,22962,26,2,0.1,173.18,178.11,320.6,North,Consumer,2025,9,Sep
502090,2025-12-29,23856,2,3,0.05,177.67,184.42,525.6,South,Consumer,2025,12,Dec
502091,2024-10-21,21456,7,4,0.0,208.23,207.34,829.36,Central,Small Business,2024,10,Oct
502092,2024-08-08,23437,10,2,0.1,452.53,464.55,836.19,South,Consumer,2024,8,Aug
502093,2025-12-29,23444,4,2,0.0,453.41,434.23,868.46,Central,Consumer,2025,12,Dec
502094,2024-01-31,23443,14,4,0.05,323.49,298.65,1134.87,North,Consumer,2024,1,Jan
502095,2024-12-05,20060,28,2,0.15,297.74,306.14,520.44,East,Small Business,2024,12,Dec
502096,2024-05-25,23845,23,1,0.05,430.62,438.77,416.83,East,Consumer,2024,5,May
502097,2025-03-09,22090,9,3,0.15,308.58,306.42,781.37,East,Consumer,2025,3,Mar
502098,2025-12-07,21145,24,2,0.0,471.09,503.6,1007.2,South,Consumer,2025,12,Dec
502099,2024-02-24,23013,7,1,0.1,208.23,214.07,192.66,East,Consumer,2024,2,Feb
502100,2024-08-15,22091,13,2,0.05,509.47,485.29,922.05,South,Consumer,2024,8,Aug
502101,2024-02-01,21517,23,3,0.15,430.62,404.31,1030.99,East,Consumer,2024,2,Feb
502102,2025-09-21,20536,27,4,0.1,282.82,282.56,1017.22,South,Corporate,2025,9,Sep
502103,2024-04-02,23219,22,2,0.0,356.25,354.5,709.0,North,Small Business,2024,4,Apr
502104,2025-09-29,21825,12,1,0.05,119.8,113.75,108.06,North,Small Business,2025,9,Sep
502105,2024-09-08,22449,9,2,0.15,308.58,296.0,503.2,South,Consumer,2024,9,Sep
502106,2024-01-16,20419,15,3,0.1,203.7,219.67,593.11,Central,Small Business,2024,1,Jan
502107,2024-12-28,21085,25,3,0.15,408.11,382.93,976.47,Central,Small Business,2024,12,Dec
502108,2025-06-20,22767,12,3,0.0,119.8,128.76,386.28,Central,Small Business,2025,6,Jun
502109,2024-06-13,21175,14,1,0.1,323.49,305.03,274.53,North,Consumer,2024,6,Jun
502110,2025-02-01,20303,19,4,0.0,495.95,510.88,2043.52,West,Small Business,2025,2,Feb
502111,2024-10-08,21150,18,2,0.15,376.89,382.0,649.4,West,Consumer,2024,10,Oct
502112,2025-04-01,23439,13,4,0.05,509.47,470.16,1786.61,Central,Consumer,2025,4,Apr
502113,2024-05-23,23833,8,3,0.0,289.09,292.99,878.97,South,Consumer,2024,5,May
502114,2024-11-15,23407,28,2,0.0,297.74,298.29,596.58,North,Consumer,2024,11,Nov
502115,2025-10-25,21498,30,4,0.05,300.75,318.49,1210.26,Central,Small Business,2025,10,Oct
502116,2024-04-01,23863,26,1,0.05,173.18,173.47,164.8,West,Corporate,2024,4,Apr
502117,2024-07-10,23359,6,4,0.1,183.47,181.14,652.1,East,Small Business,2024,7,Jul
502118,2024-04-11,20109,12,4,0.05,119.8,115.03,437.11,North,Consumer,2024,4,Apr
502119,2024-10-29,21425,12,2,0.1,119.8,110.92,199.66,Central,Consumer,2024,10,Oct
502120,2024-01-20,23275,1,1,0.1,118.77,116.31,104.68,South,Consumer,2024,1,Jan
502121,2024-01-21,20725,16,2,0.05,113.27,110.53,210.01,Central,Consumer,2024,1,Jan
502122,2024-07-10,21172,17,4,0.0,364.39,375.83,1503.32,Central,Corporate,2024,7,Jul
502123,2025-06-30,23872,22,1,0.05,356.25,347.21,329.85,East,Consumer,2025,6,Jun
502124,2025-04-24,20784,8,3,0.05,289.09,266.16,758.56,South,Consumer,2025,4,Apr
502125,2025-02-27,22941,14,1,0.0,323.49,322.55,322.55,West,Consumer,2025,2,Feb
502126,2024-07-24,23003,10,1,0.05,452.53,455.48,432.71,Central,Consumer,2024,7,Jul
502127,2025-11-07,21066,5,2,0.1,310.91,313.02,563.44,East,Consumer,2025,11,Nov
502128,2024-10-04,20481,14,1,0.05,323.49,305.01,289.76,Central,Consumer,2024,10,Oct
502129,2025-03-10,20414,7,3,0.0,208.23,207.79,623.37,Central,Small Business,2025,3,Mar
502130,2025-03-06,23504,25,1,0.0,408.11,378.65,378.65,Central,Consumer,2025,3,Mar
502131,2025-10-30,20959,15,4,0.05,203.7,207.75,789.45,Central,Consumer,2025,10,Oct
502132,2025-04-09,23502,23,2,0.0,430.62,437.64,875.28,East,Consumer,2025,4,Apr
502133,2024-11-20,22019,7,4,0.05,208.23,213.18,810.08,Central,Corporate,2024,11,Nov
502134,2025-09-21,22224,17,2,0.0,364.39,352.02,704.04,Central,Corporate,2025,9,Sep
502135,2025-04-20,22650,10,2,0.0,452.53,438.07,876.14,South,Consumer,2025,4,Apr
502136,2024-09-20,21691,22,1,0.1,356.25,334.59,301.13,West,Consumer,2024,9,Sep
502137,2024-01-25,23804,27,3,0.0,282.82,283.96,851.88,Central,Consumer,2024,1,Jan
502138,2025-06-16,23558,10,4,0.0,452.53,426.87,1707.48,East,Small Business,2025,6,Jun
502139,2025-07-30,22652,14,4,0.2,323.49,332.82,1065.02,Central,Corporate,2025,7,Jul
502140,2024-09-09,22850,15,3,0.0,203.7,193.26,579.78,East,Small Business,2024,9,Sep
502141,2025-03-15,22866,7,1,0.1,208.23,222.73,200.46,South,Corporate,2025,3,Mar
502142,2025-06-03,20129,3,1,0.0,379.36,349.59,349.59,Central,Consumer,2025,6,Jun
502143,2025-07-17,21095,23,1,0.0,430.62,403.19,403.19,East,Consumer,2025,7,Jul
502144,2025-11-11,21649,2,1,0.1,177.67,166.31,149.68,West,Consumer,2025,11,Nov
502145,2025-03-11,20554,1,2,0.15,118.77,120.24,204.41,South,Consumer,2025,3,Mar
502146,2024-09-02,21720,5,3,0.05,310.91,291.26,830.09,Central,Consumer,2024,9,Sep
502147,2024-11-27,22606,14,4,0.0,323.49,339.89,1359.56,North,Consumer,2024,11,Nov
502148,2024-12-28,23425,23,3,0.15,430.62,423.31,1079.44,North,Corporate,2024,12,Dec
502149,2024-05-14,22999,28,2,0.15,297.74,297.8,506.26,Central,Small Business,2024,5,May
502150,2024-06-30,23532,28,3,0.05,297.74,283.84,808.94,Central,Small Business,2024,6,Jun
502151,2024-05-28,22690,29,1,0.0,538.73,578.07,578.07,Central,Consumer,2024,5,May
502152,2025-01-17,22175,19,3,0.2,495.95,523.91,1257.38,Central,Consumer,2025,1,Jan
502153,2024-11-09,22416,15,4,0.05,203.7,189.6,720.48,Central,Corporate,2024,11,Nov
502154,2025-01-13,20450,2,3,0.15,177.67,173.45,442.3,Central,Consumer,2025,1,Jan
502155,2024-02-26,23233,14,4,0.0,323.49,299.93,1199.72,North,Small Business,2024,2,Feb
502156,2025-08-16,22437,19,4,0.15,495.95,511.04,1737.54,East,Consumer,2025,8,Aug
502157,2025-10-07,22899,22,1,0.1,356.25,332.11,298.9,Central,Small Business,2025,10,Oct
502158,2025-07-25,21842,9,1,0.05,308.58,284.42,270.2,West,Consumer,2025,7,Jul
502159,2025-05-23,23162,10,3,0.0,452.53,445.82,1337.46,South,Consumer,2025,5,May
502160,2024-10-29,21692,27,3,0.0,282.82,262.77,788.31,North,Consumer,2024,10,Oct
502161,2024-03-27,23414,26,1,0.15,173.18,173.72,147.66,Central,Consumer,2024,3,Mar
502162,2024-05-05,23938,22,1,0.1,356.25,353.66,318.29,North,Consumer,2024,5,May
502163,2024-08-24,20683,12,1,0.0,119.8,117.82,117.82,South,Small Business,2024,8,Aug
502164,2024-07-04,23984,11,1,0.05,526.43,556.41,528.59,Central,Consumer,2024,7,Jul
502165,2024-08-23,23179,16,1,0.15,113.27,108.8,92.48,Central,Corporate,2024,8,Aug
502166,2025-01-01,21639,14,4,0.0,323.49,330.85,1323.4,West,Corporate,2025,1,Jan
502167,2024-11-09,22159,24,2,0.0,471.09,451.07,902.14,Central,Consumer,2024,11,Nov
502168,2025-12-10,23739,22,4,0.15,356.25,348.58,1185.17,East,Consumer,2025,12,Dec
502169,2024-03-19,22054,6,2,0.05,183.47,184.93,351.37,South,Consumer,2024,3,Mar
502170,2025-05-11,20979,28,2,0.05,297.74,300.63,571.2,West,Consumer,2025,5,May
502171,2024-06-09,22471,14,3,0.15,323.49,323.72,825.49,West,Consumer,2024,6,Jun
502172,2024-07-14,20774,9,3,0.0,308.58,325.86,977.58,Central,Corporate,2024,7,Jul
502173,2024-11-21,21556,13,1,0.1,509.47,511.2,460.08,North,Consumer,2024,11,Nov
502174,2025-12-26,22627,24,3,0.15,471.09,473.44,1207.27,Central,Consumer,2025,12,Dec
502175,2025-12-01,22342,11,2,0.05,526.43,541.91,1029.63,South,Consumer,2025,12,Dec
502176,2025-09-02,22002,21,4,0.05,301.42,305.86,1162.27,North,Corporate,2025,9,Sep
502177,2024-02-08,20562,19,1,0.05,495.95,529.46,502.99,West,Consumer,2024,2,Feb
502178,2024-11-19,22984,8,3,0.0,289.09,308.22,924.66,South,Consumer,2024,11,Nov
502179,2025-08-16,21000,18,1,0.0,376.89,397.23,397.23,West,Consumer,2025,8,Aug
502180,2025-05-15,20440,8,3,0.0,289.09,309.3,927.9,Central,Consumer,2025,5,May
502181,2024-09-21,21112,24,1,0.0,471.09,441.82,441.82,East,Consumer,2024,9,Sep
502182,2024-03-25,21930,7,2,0.0,208.23,196.69,393.38,South,Small Business,2024,3,Mar
502183,2024-12-15,20259,10,3,0.15,452.53,436.38,1112.77,Central,Consumer,2024,12,Dec
502184,2025-12-19,22728,6,2,0.05,183.47,191.67,364.17,Central,Consumer,2025,12,Dec
502185,2024-08-01,22768,10,2,0.15,452.53,473.92,805.66,East,Consumer,2024,8,Aug
502186,2024-04-27,22005,10,4,0.05,452.53,441.04,1675.95,West,Consumer,2024,4,Apr
502187,2025-08-18,21862,12,1,0.05,119.8,118.42,112.5,South,Consumer,2025,8,Aug
502188,2025-09-15,21146,4,1,0.05,453.41,437.76,415.87,West,Small Business,2025,9,Sep
502189,2025-08-05,21884,21,1,0.15,301.42,301.13,255.96,Central,Small Business,2025,8,Aug
502190,2024-12-14,22004,8,3,0.0,289.09,267.81,803.43,West,Corporate,2024,12,Dec
502191,2024-12-08,22372,12,3,0.0,119.8,116.98,350.94,West,Small Business,2024,12,Dec
502192,2025-07-01,22341,11,1,0.1,526.43,558.46,502.61,Central,Consumer,2025,7,Jul
502193,2024-02-23,21001,30,1,0.1,300.75,295.15,265.64,South,Small Business,2024,2,Feb
502194,2024-08-28,22202,17,1,0.0,364.39,359.53,359.53,Central,Small Business,2024,8,Aug
502195,2024-03-02,21525,26,3,0.05,173.18,176.86,504.05,South,Consumer,2024,3,Mar
502196,2025-01-06,22264,14,1,0.0,323.49,343.39,343.39,North,Consumer,2025,1,Jan
502197,2025-11-03,22676,24,4,0.15,471.09,502.84,1709.66,West,Consumer,2025,11,Nov
502198,2025-03-11,21772,10,2,0.1,452.53,435.2,783.36,East,Consumer,2025,3,Mar
502199,2024-02-01,21369,17,3,0.05,364.39,339.96,968.89,Central,Small Business,2024,2,Feb
502200,2024-10-28,21325,4,3,0.05,453.41,472.23,1345.86,Central,Consumer,2024,10,Oct
502201,2025-03-06,23499,9,4,0.15,308.58,301.33,1024.52,Central,Consumer,2025,3,Mar
502202,2024-12-06,20282,17,1,0.0,364.39,340.78,340.78,West,Consumer,2024,12,Dec
502203,2024-12-01,23285,12,2,0.05,119.8,126.76,240.84,Central,Consumer,2024,12,Dec
502204,2025-12-14,20186,26,3,0.0,173.18,180.38,541.14,West,Small Business,2025,12,Dec
502205,2024-05-26,22546,16,4,0.2,113.27,105.51,337.63,East,Consumer,2024,5,May
502206,2024-11-27,22136,19,4,0.0,495.95,518.09,2072.36,West,Small Business,2024,11,Nov
502207,2024-09-30,22867,5,2,0.0,310.91,320.52,641.04,Central,Consumer,2024,9,Sep
502208,2024-04-27,23436,18,3,0.0,376.89,356.56,1069.68,South,Consumer,2024,4,Apr
502209,2025-12-26,23312,3,1,0.0,379.36,377.68,377.68,East,Consumer,2025,12,Dec
502210,2024-12-21,23143,12,1,0.2,119.8,119.82,95.86,West,Consumer,2024,12,Dec
502211,2024-12-28,22371,3,4,0.1,379.36,366.74,1320.26,Central,Small Business,2024,12,Dec
502212,2025-10-23,22146,16,1,0.15,113.27,114.27,97.13,South,Consumer,2025,10,Oct
502213,2024-07-21,22761,20,2,0.0,187.69,196.07,392.14,East,Consumer,2024,7,Jul
502214,2024-07-03,22558,21,1,0.0,301.42,300.38,300.38,Central,Consumer,2024,7,Jul
502215,2025-09-27,22090,28,3,0.1,297.74,293.36,792.07,East,Consumer,2025,9,Sep
502216,2024-08-11,23906,9,3,0.1,308.58,320.03,864.08,Central,Consumer,2024,8,Aug
502217,2024-11-10,21238,23,2,0.2,430.62,450.66,721.06,South,Small Business,2024,11,Nov
502218,2024-07-15,23869,29,4,0.0,538.73,498.76,1995.04,South,Consumer,2024,7,Jul
502219,2024-07-18,22881,17,2,0.05,364.39,359.97,683.94,West,Small Business,2024,7,Jul
502220,2024-09-28,23980,1,4,0.05,118.77,116.87,444.11,Central,Consumer,2024,9,Sep
502221,2024-07-09,20989,24,2,0.1,471.09,492.82,887.08,West,Small Business,2024,7,Jul
502222,2024-12-11,20066,11,1,0.2,526.43,565.26,452.21,Central,Consumer,2024,12,Dec
502223,2025-08-16,21506,3,4,0.15,379.36,375.85,1277.89,South,Consumer,2025,8,Aug
502224,2024-09-01,22545,30,4,0.1,300.75,277.78,1000.01,West,Consumer,2024,9,Sep
502225,2024-07-19,23776,13,4,0.0,509.47,500.81,2003.24,Central,Small Business,2024,7,Jul
502226,2024-05-16,22981,25,3,0.0,408.11,417.73,1253.19,Central,Consumer,2024,5,May
502227,2024-11-08,20966,10,2,0.1,452.53,459.95,827.91,Central,Small Business,2024,11,Nov
502228,2024-09-05,20413,2,4,0.0,177.67,177.61,710.44,South,Corporate,2024,9,Sep
502229,2024-10-18,22231,16,3,0.1,113.27,118.09,318.84,Central,Consumer,2024,10,Oct
502230,2024-10-30,21453,11,2,0.15,526.43,527.56,896.85,West,Consumer,2024,10,Oct
502231,2025-02-18,21463,21,3,0.05,301.42,312.93,891.85,North,Small Business,2025,2,Feb
502232,2024-12-23,20661,21,2,0.05,301.42,279.36,530.78,Central,Consumer,2024,12,Dec
502233,2024-05-22,22221,27,3,0.1,282.82,264.53,714.23,Central,Corporate,2024,5,May
502234,2025-04-24,21539,17,4,0.05,364.39,361.83,1374.95,Central,Consumer,2025,4,Apr
502235,2025-02-17,20618,22,1,0.05,356.25,377.87,358.98,North,Small Business,2025,2,Feb
502236,2025-06-24,21765,29,2,0.1,538.73,580.12,1044.22,East,Consumer,2025,6,Jun
502237,2025-08-03,20397,29,2,0.0,538.73,548.57,1097.14,Central,Small Business,2025,8,Aug
502238,2025-08-26,20714,24,1,0.1,471.09,490.74,441.67,South,Consumer,2025,8,Aug
502239,2025-06-11,22491,19,4,0.0,495.95,485.34,1941.36,Central,Consumer,2025,6,Jun
502240,2024-07-02,21985,20,4,0.1,187.69,196.18,706.25,East,Consumer,2024,7,Jul
502241,2024-03-24,20383,26,1,0.05,173.18,182.42,173.3,West,Consumer,2024,3,Mar
502242,2025-03-25,20751,19,4,0.0,495.95,489.69,1958.76,Central,Consumer,2025,3,Mar
502243,2024-05-12,20178,19,3,0.05,495.95,480.0,1368.0,North,Consumer,2024,5,May
502244,2024-05-14,23690,30,1,0.0,300.75,314.99,314.99,East,Consumer,2024,5,May
502245,2025-04-29,21728,24,4,0.0,471.09,435.03,1740.12,East,Small Business,2025,4,Apr
502246,2025-03-29,20678,16,1,0.0,113.27,115.18,115.18,South,Corporate,2025,3,Mar
502247,2024-05-07,21371,17,2,0.0,364.39,382.51,765.02,East,Small Business,2024,5,May
502248,2025-11-02,22051,1,4,0.05,118.77,127.52,484.58,South,Corporate,2025,11,Nov
502249,2024-03-07,20219,15,3,0.0,203.7,208.85,626.55,North,Consumer,2024,3,Mar
502250,2025-09-28,21378,23,1,0.0,430.62,411.51,411.51,South,Corporate,2025,9,Sep
502251,2025-08-15,21854,10,2,0.1,452.53,478.72,861.7,Central,Small Business,2025,8,Aug
502252,2025-03-20,21691,16,2,0.1,113.27,113.85,204.93,West,Consumer,2025,3,Mar
502253,2024-09-05,23948,15,1,0.15,203.7,216.49,184.02,South,Consumer,2024,9,Sep
502254,2024-07-21,21558,26,2,0.0,173.18,159.69,319.38,Central,Small Business,2024,7,Jul
502255,2025-02-07,20728,10,3,0.0,452.53,464.31,1392.93,East,Consumer,2025,2,Feb
502256,2024-04-11,23915,14,2,0.0,323.49,329.62,659.24,Central,Small Business,2024,4,Apr
502257,2025-07-26,23885,7,3,0.0,208.23,196.39,589.17,South,Small Business,2025,7,Jul
502258,2024-11-21,22655,5,1,0.05,310.91,329.29,312.83,East,Consumer,2024,11,Nov
502259,2025-01-26,23278,18,2,0.1,376.89,367.55,661.59,South,Consumer,2025,1,Jan
