customer_id,region,customer_segment
21352,Central,Consumer
21353,Central,Small Business
21354,North,Corporate
21355,Central,Consumer
21356,Central,Consumer
21357,Central,Small Business
21358,South,Corporate
21359,South,Consumer
21360,West,Small Business
21361,North,Corporate
21362,South,Small Business
21363,South,Consumer
21364,Central,Corporate
21365,Central,Consumer
21366,West,Small Business
21367,Central,Small Business
21368,Central,Consumer
21369,Central,Small Business
21370,Central,Small Business
21371,East,Small Business
21372,South,Consumer
21373,Central,Consumer
21374,West,Consumer
21375,Central,Small Business
21376,East,Small Business
21377,East,Small Business
21378,South,Corporate
21379,Central,Consumer
21380,East,Consumer
21381,Central,Consumer
21382,Central,Small Business
21383,West,Consumer
21384,West,Consumer
21385,Central,Consumer
21386,West,Consumer
21387,East,Consumer
21388,West,Small Business
21389,Central,Consumer
21390,North,Consumer
21391,East,Consumer
21392,North,Small Business
21393,East,Consumer
21394,Central,Consumer
21395,Central,Consumer
21396,Central,Consumer
21397,Central,Corporate
21398,East,Consumer
21399,Central,Consumer
21400,West,Consumer
21401,West,Small Business
21402,North,Corporate
21403,South,Consumer
21404,South,Small Business
21405,Central,Small Business
21406,West,Consumer
21407,Central,Consumer
21408,Central,Consumer
21409,South,Consumer
21410,Central,Consumer
21411,Central,Consumer
21412,South,Consumer
21413,West,Consumer
21414,West,Small Business
21415,South,Small Business
21416,West,Small Business
21417,North,Small Business
21418,South,Consumer
21419,North,Small Business
21420,West,Consumer
21421,East,Consumer
21422,West,Consumer
21423,South,Consumer
21424,Central,Small Business
21425,Central,Consumer
21426,Central,Consumer
21427,South,Corporate
21428,Central,Consumer
21429,Central,Consumer
21430,Central,Consumer
21431,East,Consumer
21432,Central,Consumer
21433,South,Consumer
21434,East,Consumer
21435,Central,Consumer
21436,Central,Consumer
21437,South,Consumer
21438,West,Consumer
21439,East,Consumer
21440,West,Consumer
21441,Central,Consumer
21442,Central,Consumer
21443,South,Consumer
21444,Central,Consumer
21445,Central,Consumer
21446,West,Consumer
21447,West,Small Business
21448,Central,Consumer
21449,South,Small Business
21450,East,Small Business
21451,South,Small Business
21452,West,Small Business
21453,West,Consumer
21454,North,Small Business
21455,West,Consumer
21456,Central,Small Business
21457,South,Consumer
21458,North,Corporate
21459,East,Consumer
21460,South,Small Business
21461,Central,Consumer
21462,West,Consumer
21463,North,Small Business
21464,West,Small Business
21465,Central,Consumer
21466,North,Consumer
21467,South,Corporate
21468,Central,Consumer
21469,South,Consumer
21470,East,Consumer
21471,Central,Consumer
21472,North,Small Business
21473,West,Consumer
21474,Central,Small Business
21475,Central,Consumer
21476,South,Consumer
21477,East,Consumer
21478,West,Consumer
21479,East,Corporate
21480,East,Consumer
21481,South,Consumer
21482,Central,Small Business
21483,Central,Consumer
21484,West,Small Business
21485,West,Small Business
21486,Central,Consumer
21487,West,Small Business
21488,Central,Corporate
21489,South,Consumer
21490,North,Consumer
21491,West,Corporate
21492,West,Consumer
21493,West,Consumer
21494,Central,Consumer
21495,North,Small Business
21496,Central,Corporate
21497,South,Consumer
21498,Central,Small Business
21499,East,Consumer
21500,Central,Small Business
21501,Central,Consumer
21502,North,Small Business
21503,Central,Consumer
21504,West,Small Business
21505,East,Consumer
21506,South,Consumer
21507,West,Small Business
21508,Central,Consumer
21509,North,Consumer
21510,East,Consumer
21511,Central,Consumer
21512,South,Consumer
21513,West,Corporate
21514,South,Consumer
21515,Central,Consumer
21516,Central,Consumer
21517,East,Consumer
21518,North,Corporate
21519,North,Small Business
21520,Central,Consumer
21521,North,Small Business
21522,North,Consumer
21523,West,Consumer
21524,Central,Consumer
21525,South,Consumer
21526,East,Small Business
21527,Central,Consumer
21528,West,Consumer
21529,Central,Consumer
21530,South,Small Business
21531,North,Consumer
21532,West,Consumer
21533,East,Consumer
21534,West,Consumer
21535,Central,Consumer
21536,West,Consumer
21537,Central,Small Business
21538,West,Consumer
21539,Central,Consumer
21540,West,Consumer
21541,East,Consumer
21542,West,Consumer
21543,Central,Consumer
21544,Central,Consumer
21545,Central,Consumer
21546,Central,Small Business
21547,South,Consumer
21548,Central,Consumer
21549,West,Corporate
21550,South,Consumer
21551,South,Consumer
21552,South,Consumer
21553,Central,Consumer
21554,South,Consumer
21555,North,Consumer
21556,North,Consumer
21557,South,Consumer
21558,Central,Small Business
21559,Central,Consumer
21560,North,Small Business
21561,Central,Small Business
21562,Central,Small Business
21563,West,Small Business
21564,South,Corporate
21565,Central,Consumer
21566,South,Consumer
21567,East,Corporate
21568,East,Small Business
21569,North,Small Business
21570,East,Consumer
21571,West,Corporate
21572,Central,Consumer
21573,Central,Consumer
21574,Central,Corporate
21575,Central,Consumer
21576,South,Corporate
21577,South,Consumer
21578,Central,Small Business
21579,South,Consumer
21580,Central,Consumer
21581,Central,Corporate
21582,Central,Small Business
21583,Central,Small Business
21584,West,Consumer
21585,Central,Consumer
21586,East,Corporate
21587,East,Corporate
21588,Central,Consumer
21589,West,Corporate
21590,West,Consumer
21591,North,Consumer
21592,Central,Consumer
21593,South,Small Business
21594,East,Corporate
21595,Central,Consumer
21596,East,Consumer
21597,West,Consumer
21598,Central,Corporate
21599,South,Small Business
21600,Central,Consumer
21601,West,Small Business
21602,Central,Consumer
21603,North,Consumer
21604,Central,Small Business
21605,East,Consumer
21606,Central,Consumer
21607,South,Consumer
21608,Central,Corporate
21609,South,Consumer
21610,Central,Consumer
21611,West,Consumer
21612,Central,Corporate
21613,East,Consumer
21614,South,Corporate
21615,East,Consumer
21616,Central,Consumer
21617,Central,Consumer
21618,South,Consumer
21619,South,Small Business
21620,West,Consumer
21621,Central,Consumer
21622,West,Small Business
21623,South,Consumer
21624,East,Consumer
21625,West,Consumer
21626,Central,Small Business
21627,Central,Small Business
21628,South,Corporate
21629,South,Consumer
21630,East,Corporate
21631,Central,Consumer
21632,South,Consumer
21633,East,Small Business
21634,Central,Consumer
21635,Central,Consumer
21636,Central,Consumer
21637,Central,Corporate
21638,Central,Small Business
21639,West,Corporate
21640,South,Small Business
21641,Central,Small Business
21642,North,Consumer
21643,North,Consumer
21644,South,Consumer
21645,Central,Consumer
21646,Central,Consumer
21647,Central,Consumer
21648,Central,Corporate
21649,West,Consumer
21650,Central,Consumer
21651,Central,Small Business
21652,North,Consumer
21653,West,Consumer
21654,West,Small Business
21655,West,Consumer
21656,South,Consumer
21657,South,Corporate
21658,East,Small Business
21659,Central,Consumer
21660,South,Consumer
21661,West,Consumer
21662,South,Small Business
21663,East,Consumer
21664,West,Small Business
21665,South,Consumer
21666,Central,Consumer
21667,East,Consumer
21668,Central,Consumer
21669,West,Corporate
21670,Central,Consumer
21671,South,Consumer
21672,North,Consumer
21673,North,Consumer
21674,North,Consumer
21675,West,Consumer
21676,South,Consumer
21677,South,Small Business
21678,South,Consumer
21679,North,Consumer
21680,West,Consumer
21681,South,Consumer
21682,South,Small Business
21683,Central,Consumer
21684,Central,Consumer
21685,West,Consumer
21686,West,Consumer
21687,North,Consumer
21688,Central,Consumer
21689,West,Small Business
21690,East,Corporate
21691,West,Consumer
21692,North,Consumer
21693,South,Consumer
21694,East,Corporate
21695,Central,Consumer
21696,Central,Consumer
21697,East,Small Business
21698,South,Small Business
21699,South,Small Business
21700,Central,Consumer
21701,West,Small Business
21702,South,Consumer
21703,Central,Consumer
21704,West,Small Business
21705,East,Small Business
21706,East,Consumer
21707,Central,Small Business
21708,Central,Consumer
21709,South,Small Business
21710,South,Small Business
21711,East,Small Business
21712,South,Consumer
21713,West,Consumer
21714,West,Consumer
21715,North,Small Business
21716,Central,Consumer
21717,South,Consumer
21718,South,Consumer
21719,North,Consumer
21720,Central,Consumer
21721,Central,Small Business
21722,Central,Consumer
21723,Central,Corporate
21724,West,Small Business
21725,South,Small Business
21726,East,Consumer
21727,Central,Consumer
21728,East,Small Business
21729,North,Consumer
21730,West,Consumer
21731,Central,Consumer
21732,Central,Small Business
21733,Central,Corporate
21734,North,Corporate
21735,North,Corporate
21736,Central,Consumer
21737,East,Consumer
21738,West,Consumer
21739,Central,Consumer
21740,North,Consumer
21741,Central,Consumer
21742,East,Small Business
21743,South,Consumer
21744,East,Small Business
21745,North,Consumer
21746,South,Small Business
21747,Central,Consumer
21748,Central,Small Business
21749,South,Consumer
21750,South,Small Business
21751,East,Consumer
21752,West,Consumer
21753,Central,Small Business
21754,South,Consumer
21755,Central,Consumer
21756,West,Consumer
21757,Central,Consumer
21758,North,Small Business
21759,Central,Consumer
21760,West,Consumer
21761,West,Consumer
21762,Central,Consumer
21763,Central,Consumer
21764,Central,Consumer
21765,East,Consumer
21766,East,Small Business
21767,North,Consumer
21768,West,Consumer
21769,Central,Consumer
21770,Central,Small Business
21771,West,Corporate
21772,East,Consumer
21773,Central,Consumer
21774,West,Corporate
21775,Central,Corporate
21776,North,Consumer
21777,West,Consumer
21778,South,Consumer
21779,West,Consumer
21780,Central,Small Business
21781,West,Consumer
21782,West,Small Business
21783,Central,Consumer
21784,Central,Consumer
21785,Central,Small Business
21786,North,Corporate
21787,Central,Consumer
21788,South,Corporate
21789,Central,Consumer
21790,East,Consumer
21791,East,Consumer
21792,South,Consumer
21793,East,Small Business
21794,East,Consumer
21795,South,Corporate
21796,North,Consumer
21797,East,Consumer
21798,Central,Consumer
21799,Central,Consumer
21800,South,Consumer
21801,Central,Small Business
21802,Central,Consumer
21803,South,Consumer
21804,Central,Small Business
21805,East,Corporate
21806,East,Corporate
21807,South,Consumer
21808,Central,Consumer
21809,Central,Consumer
21810,South,Corporate
21811,Central,Corporate
21812,North,Consumer
21813,Central,Small Business
21814,South,Consumer
21815,East,Corporate
21816,East,Consumer
21817,Central,Small Business
21818,Central,Consumer
21819,West,Consumer
21820,Central,Consumer
21821,South,Consumer
21822,West,Small Business
21823,North,Consumer
21824,North,Consumer
21825,North,Small Business
21826,Central,Small Business
21827,North,Consumer
21828,West,Small Business
21829,West,Consumer
21830,South,Small Business
21831,Central,Small Business
21832,North,Corporate
21833,West,Consumer
21834,South,Small Business
21835,Central,Consumer
21836,West,Consumer
21837,Central,Consumer
21838,East,Consumer
21839,Central,Consumer
21840,Central,Corporate
21841,South,Corporate
21842,West,Consumer
21843,West,Consumer
21844,Central,Consumer
21845,South,Corporate
21846,West,Consumer
21847,West,Corporate
21848,South,Consumer
21849,Central,Consumer
21850,North,Small Business
21851,South,Consumer
21852,Central,Consumer
21853,East,Corporate
21854,Central,Small Business
21855,Central,Consumer
21856,Central,Consumer
21857,Central,Small Business
21858,West,Consumer
21859,West,Consumer
21860,Central,Small Business
21861,East,Consumer
21862,South,Consumer
21863,South,Consumer
21864,Central,Consumer
21865,East,Consumer
21866,South,Corporate
21867,Central,Consumer
21868,South,Consumer
21869,Central,Corporate
21870,Central,Corporate
21871,Central,Small Business
21872,North,Consumer
21873,West,Consumer
21874,West,Consumer
21875,West,Consumer
21876,Central,Consumer
21877,Central,Consumer
21878,North,Small Business
21879,East,Corporate
21880,South,Consumer
21881,Central,Small Business
21882,Central,Consumer
21883,Central,Consumer
21884,Central,Small Business
21885,South,Consumer
21886,Central,Small Business
21887,Central,Consumer
21888,South,Small Business
21889,Central,Small Business
21890,Central,Consumer
21891,East,Small Business
21892,West,Small Business
21893,West,Consumer
21894,Central,Consumer
21895,East,Consumer
21896,South,Consumer
21897,Central,Small Business
21898,Central,Consumer
21899,Central,Consumer
21900,Central,Consumer
21901,Central,Small Business
21902,Central,Consumer
21903,Central,Corporate
21904,Central,Small Business
21905,North,Consumer
21906,East,Small Business
21907,Central,Consumer
21908,West,Consumer
21909,West,Consumer
21910,South,Consumer
21911,North,Small Business
21912,North,Consumer
21913,East,Consumer
21914,East,Consumer
21915,West,Corporate
21916,East,Consumer
21917,West,Consumer
21918,West,Consumer
21919,Central,Small Business
21920,North,Consumer
21921,Central,Small Business
21922,West,Corporate
21923,Central,Consumer
21924,West,Small Business
21925,Central,Consumer
21926,Central,Consumer
21927,East,Consumer
21928,North,Consumer
21929,Central,Consumer
21930,South,Small Business
21931,Central,Consumer
21932,Central,Consumer
21933,Central,Corporate
21934,East,Corporate
21935,West,Consumer
21936,West,Consumer
21937,South,Small Business
21938,South,Consumer
21939,Central,Consumer
21940,South,Consumer
21941,South,Small Business
21942,West,Small Business
21943,East,Corporate
21944,West,Corporate
21945,East,Small Business
21946,East,Consumer
21947,Central,Consumer
21948,Central,Corporate
21949,North,Consumer
21950,Central,Consumer
21951,West,Small Business
21952,North,Small Business
21953,Central,Consumer
21954,North,Consumer
21955,South,Small Business
21956,North,Consumer
21957,Central,Corporate
21958,North,Consumer
21959,Central,Small Business
21960,North,Consumer
21961,West,Small Business
21962,East,Corporate
21963,Central,Consumer
21964,East,Small Business
21965,North,Consumer
21966,West,Consumer
21967,West,Corporate
21968,West,Consumer
21969,Central,Consumer
21970,Central,Small Business
21971,Central,Consumer
21972,Central,Consumer
21973,South,Consumer
21974,South,Corporate
21975,West,Corporate
21976,East,Small Business
21977,Central,Consumer
21978,Central,Small Business
21979,Central,Small Business
21980,West,Consumer
21981,Central,Consumer
21982,Central,Small Business
21983,South,Small Business
21984,Central,Consumer
21985,East,Consumer
21986,East,Small Business
21987,West,Small Business
21988,South,Corporate
21989,South,Consumer
21990,Central,Small Business
21991,West,Consumer
21992,Central,Consumer
21993,South,Corporate
21994,Central,Consumer
21995,West,Consumer
21996,South,Consumer
21997,Central,Small Business
21998,Central,Consumer
21999,Central,Consumer
22000,East,Small Business
22001,Central,Consumer
22002,North,Corporate
22003,Central,Consumer
22004,West,Corporate
22005,West,Consumer
22006,East,Consumer
22007,North,Small Business
22008,North,Consumer
22009,Central,Corporate
22010,West,Consumer
22011,East,Consumer
22012,North,Small Business
22013,West,Consumer
22014,West,Consumer
22015,West,Consumer
22016,South,Consumer
22017,North,Consumer
22018,South,Consumer
22019,Central,Corporate
22020,East,Consumer
22021,Central,Consumer
22022,Central,Small Business
22023,South,Consumer
22024,South,Corporate
22025,Central,Consumer
22026,South,Small Business
22027,West,Consumer
22028,South,Small Business
22029,South,Consumer
22030,Central,Small Business
22031,East,Corporate
22032,East,Consumer
22033,South,Small Business
22034,South,Consumer
22035,West,Small Business
22036,East,Corporate
22037,Central,Small Business
22038,South,Small Business
22039,North,Corporate
22040,Central,Small Business
22041,North,Consumer
22042,East,Small Business
22043,Central,Corporate
22044,Central,Small Business
22045,South,Consumer
22046,Central,Corporate
22047,Central,Corporate
22048,East,Consumer
22049,North,Consumer
22050,Central,Consumer
22051,South,Corporate
22052,Central,Consumer
22053,Central,Consumer
22054,South,Consumer
22055,Central,Consumer
22056,East,Corporate
22057,Central,Consumer
22058,Central,Corporate
22059,West,Small Business
22060,East,Small Business
22061,Central,Consumer
22062,South,Consumer
22063,West,Small Business
22064,East,Consumer
22065,Central,Consumer
22066,East,Consumer
22067,Central,Small Business
22068,West,Consumer
22069,Central,Consumer
22070,South,Small Business
22071,North,Small Business
22072,North,Consumer
22073,North,Consumer
22074,West,Consumer
22075,North,Consumer
22076,East,Consumer
22077,Central,Small Business
22078,Central,Consumer
22079,Central,Consumer
22080,East,Consumer
22081,South,Consumer
22082,South,Consumer
22083,East,Consumer
22084,North,Small Business
22085,Central,Consumer
22086,Central,Consumer
22087,Central,Consumer
22088,South,Small Business
22089,Central,Consumer
22090,East,Consumer
22091,South,Consumer
22092,East,Consumer
22093,West,Consumer
22094,South,Small Business
22095,West,Consumer
22096,West,Consumer
22097,North,Consumer
22098,West,Small Business
22099,East,Consumer
22100,West,Small Business
22101,West,Consumer
22102,West,Consumer
22103,Central,Consumer
22104,Central,Consumer
22105,South,Consumer
22106,Central,Consumer
22107,West,Consumer
22108,West,Corporate
22109,Central,Consumer
22110,West,Consumer
22111,Central,Small Business
22112,Central,Small Business
22113,Central,Consumer
22114,Central,Corporate
22115,East,Corporate
22116,South,Consumer
22117,Central,Consumer
22118,East,Consumer
22119,North,Consumer
22120,South,Small Business
22121,West,Consumer
22122,West,Corporate
22123,South,Consumer
22124,South,Small Business
22125,Central,Small Business
22126,Central,Consumer
22127,Central,Corporate
22128,South,Consumer
22129,East,Consumer
22130,Central,Consumer
22131,East,Small Business
22132,Central,Consumer
22133,West,Consumer
22134,Central,Consumer
22135,North,Consumer
22136,West,Small Business
22137,East,Small Business
22138,Central,Consumer
22139,West,Small Business
22140,East,Consumer
22141,North,Consumer
22142,Central,Consumer
22143,South,Consumer
22144,Central,Consumer
22145,Central,Corporate
22146,South,Consumer
22147,North,Consumer
22148,Central,Small Business
22149,East,Consumer
22150,Central,Consumer
22151,North,Small Business
22152,West,Consumer
22153,South,Consumer
22154,South,Consumer
22155,West,Corporate
22156,Central,Consumer
22157,North,Consumer
22158,Central,Small Business
22159,Central,Consumer
22160,North,Consumer
22161,Central,Consumer
22162,North,Corporate
22163,East,Small Business
22164,North,Small Business
22165,North,Small Business
22166,North,Consumer
22167,Central,Consumer
22168,South,Consumer
22169,East,Small Business
22170,Central,Consumer
22171,South,Consumer
22172,South,Small Business
22173,West,Consumer
22174,South,Corporate
22175,Central,Consumer
22176,North,Consumer
22177,Central,Consumer
22178,Central,Consumer
22179,Central,Consumer
22180,Central,Consumer
22181,Central,Small Business
22182,Central,Consumer
22183,North,Consumer
22184,Central,Consumer
22185,South,Consumer
22186,Central,Consumer
22187,West,Consumer
22188,Central,Small Business
22189,West,Consumer
22190,Central,Consumer
22191,East,Consumer
22192,West,Corporate
22193,East,Small Business
22194,Central,Consumer
22195,South,Consumer
22196,Central,Consumer
22197,North,Small Business
22198,East,Corporate
22199,North,Consumer
22200,South,Small Business
22201,South,Small Business
22202,Central,Small Business
22203,Central,Consumer
22204,East,Corporate
22205,West,Small Business
22206,East,Consumer
22207,South,Consumer
22208,Central,Small Business
22209,North,Consumer
22210,Central,Small Business
22211,East,Small Business
22212,Central,Consumer
22213,North,Consumer
22214,East,Small Business
22215,Central,Corporate
22216,West,Consumer
22217,South,Small Business
22218,North,Small Business
22219,Central,Consumer
22220,West,Consumer
22221,Central,Corporate
22222,West,Consumer
22223,South,Consumer
22224,Central,Corporate
22225,South,Consumer
22226,West,Consumer
22227,North,Consumer
22228,West,Consumer
22229,East,Small Business
22230,West,Corporate
22231,Central,Consumer
22232,North,Corporate
22233,East,Consumer
22234,Central,Corporate
22235,Central,Corporate
22236,Central,Consumer
22237,West,Consumer
22238,Central,Consumer
22239,North,Corporate
22240,South,Consumer
22241,East,Consumer
22242,South,Consumer
22243,East,Consumer
22244,Central,Small Business
22245,East,Consumer
22246,Central,Corporate
22247,Central,Consumer
22248,East,Small Business
22249,South,Consumer
22250,North,Corporate
22251,West,Small Business
22252,West,Small Business
22253,North,Consumer
22254,West,Consumer
22255,South,Corporate
22256,East,Consumer
22257,East,Consumer
22258,South,Small Business
22259,West,Small Business
22260,Central,Corporate
22261,West,Small Business
22262,East,Small Business
22263,South,Consumer
22264,North,Consumer
22265,West,Corporate
22266,Central,Corporate
22267,Central,Corporate
22268,East,Small Business
22269,Central,Consumer
22270,West,Consumer
22271,Central,Consumer
22272,Central,Consumer
22273,Central,Consumer
22274,West,Consumer
22275,Central,Consumer
22276,Central,Consumer
22277,West,Consumer
22278,East,Small Business
22279,West,Small Business
22280,South,Consumer
22281,North,Consumer
22282,West,Consumer
22283,Central,Consumer
22284,Central,Consumer
22285,West,Small Business
22286,East,Consumer
22287,East,Consumer
22288,North,Small Business
22289,East,Consumer
22290,Central,Small Business
22291,Central,Consumer
22292,South,Small Business
22293,West,Consumer
22294,Central,Consumer
22295,South,Consumer
22296,Central,Small Business
22297,East,Consumer
22298,South,Consumer
22299,East,Small Business
22300,South,Consumer
22301,West,Consumer
22302,East,Consumer
22303,North,Consumer
22304,Central,Consumer
22305,Central,Consumer
22306,North,Consumer
22307,Central,Consumer
22308,East,Corporate
22309,South,Consumer
22310,South,Consumer
22311,Central,Consumer
22312,East,Consumer
22313,Central,Consumer
22314,South,Consumer
22315,East,Corporate
22316,Central,Corporate
22317,West,Consumer
22318,West,Consumer
22319,South,Consumer
22320,Central,Small Business
22321,West,Consumer
22322,East,Small Business
22323,Central,Small Business
22324,Central,Small Business
22325,Central,Consumer
22326,East,Consumer
22327,South,Consumer
22328,South,Consumer
22329,Central,Consumer
22330,Central,Consumer
22331,South,Small Business
22332,Central,Consumer
22333,South,Consumer
22334,Central,Consumer
22335,West,Consumer
22336,Central,Small Business
22337,East,Consumer
22338,East,Small Business
22339,Central,Consumer
22340,South,Small Business
22341,Central,Consumer
22342,South,Consumer
22343,South,Consumer
22344,West,Consumer
22345,South,Consumer
22346,Central,Consumer
22347,South,Consumer
22348,East,Consumer
22349,Central,Consumer
22350,Central,Consumer
22351,Central,Consumer
22352,West,Corporate
22353,East,Consumer
22354,Central,Consumer
22355,Central,Consumer
22356,East,Consumer
22357,West,Consumer
22358,Central,Consumer
22359,West,Consumer
22360,Central,Small Business
22361,West,Small Business
22362,Central,Consumer
22363,South,Consumer
22364,South,Consumer
22365,North,Small Business
22366,South,Corporate
22367,East,Small Business
22368,South,Consumer
22369,Central,Small Business
22370,Central,Consumer
22371,Central,Small Business
22372,West,Small Business
22373,Central,Consumer
22374,Central,Consumer
22375,East,Consumer
22376,West,Small Business
22377,North,Consumer
22378,South,Consumer
22379,North,Consumer
22380,South,Small Business
22381,East,Consumer
22382,West,Consumer
22383,South,Small Business
22384,Central,Consumer
22385,Central,Small Business
22386,South,Consumer
22387,Central,Small Business
22388,East,Consumer
22389,South,Consumer
22390,Central,Small Business
22391,Central,Small Business
22392,Central,Consumer
22393,South,Small Business
22394,North,Consumer
22395,South,Small Business
22396,North,Consumer
22397,West,Consumer
22398,North,Consumer
22399,Central,Small Business
22400,Central,Small Business
22401,West,Consumer
22402,South,Corporate
22403,Central,Consumer
22404,North,Consumer
22405,Central,Consumer
22406,Central,Consumer
22407,West,Consumer
22408,North,Corporate
22409,North,Corporate
22410,North,Corporate
22411,West,Small Business
22412,West,Small Business
22413,North,Consumer
22414,South,Consumer
22415,South,Consumer
22416,Central,Corporate
22417,West,Consumer
22418,Central,Consumer
22419,Central,Consumer
22420,East,Small Business
22421,South,Corporate
22422,North,Small Business
22423,West,Small Business
22424,North,Small Business
22425,North,Small Business
22426,West,Consumer
22427,North,Consumer
22428,South,Small Business
22429,Central,Corporate
22430,West,Consumer
22431,North,Consumer
22432,South,Small Business
22433,North,Consumer
22434,South,Consumer
22435,South,Corporate
22436,East,Small Business
22437,East,Consumer
22438,Central,Corporate
22439,East,Consumer
22440,North,Small Business
22441,North,Consumer
22442,West,Consumer
22443,South,Consumer
22444,West,Consumer
22445,North,Consumer
22446,West,Small Business
22447,South,Consumer
22448,Central,Corporate
22449,South,Consumer
22450,West,Consumer
22451,Central,Consumer
22452,West,Consumer
22453,East,Corporate
22454,South,Consumer
22455,Central,Consumer
22456,Central,Consumer
22457,Central,Small Business
22458,Central,Consumer
22459,North,Consumer
22460,Central,Consumer
22461,South,Small Business
22462,East,Corporate
22463,North,Consumer
22464,South,Consumer
22465,South,Consumer
22466,East,Consumer
22467,Central,Small Business
22468,East,Consumer
22469,West,Consumer
22470,North,Consumer
22471,West,Consumer
22472,East,Consumer
22473,East,Small Business
22474,North,Small Business
22475,East,Corporate
22476,West,Consumer
22477,Central,Consumer
22478,Central,Consumer
22479,North,Consumer
22480,South,Consumer
22481,East,Consumer
22482,Central,Small Business
22483,Central,Small Business
22484,West,Consumer
22485,North,Small Business
22486,South,Consumer
22487,North,Consumer
22488,Central,Small Business
22489,Central,Small Business
22490,South,Consumer
22491,Central,Consumer
22492,Central,Consumer
22493,Central,Consumer
22494,East,Corporate
22495,South,Consumer
22496,Central,Small Business
22497,South,Consumer
22498,West,Small Business
22499,East,Consumer
22500,East,Consumer
22501,South,Consumer
22502,North,Corporate
22503,West,Consumer
22504,Central,Consumer
22505,West,Consumer
22506,Central,Consumer
22507,West,Small Business
22508,North,Corporate
22509,Central,Consumer
22510,West,Corporate
22511,East,Consumer
22512,South,Consumer
22513,West,Consumer
22514,West,Consumer
22515,Central,Consumer
22516,South,Consumer
22517,East,Small Business
22518,Central,Corporate
22519,South,Consumer
22520,North,Consumer
22521,North,Consumer
22522,Central,Consumer
22523,Central,Consumer
22524,East,Consumer
22525,Central,Corporate
22526,Central,Consumer
22527,East,Consumer
22528,Central,Consumer
22529,West,Consumer
22530,East,Consumer
22531,East,Corporate
22532,East,Consumer
22533,East,Consumer
22534,Central,Consumer
22535,East,Consumer
22536,South,Small Business
22537,Central,Small Business
22538,East,Consumer
22539,Central,Corporate
22540,Central,Consumer
22541,Central,Small Business
22542,North,Consumer
22543,North,Corporate
22544,Central,Corporate
22545,West,Consumer
22546,East,Consumer
22547,Central,Corporate
22548,South,Small Business
22549,East,Consumer
22550,Central,Consumer
22551,Central,Consumer
22552,North,Small Business
22553,Central,Corporate
22554,Central,Small Business
22555,East,Corporate
22556,Central,Consumer
22557,North,Consumer
22558,Central,Consumer
22559,North,Consumer
22560,Central,Consumer
22561,Central,Consumer
22562,South,Consumer
22563,North,Consumer
22564,Central,Consumer
22565,East,Consumer
22566,East,Consumer
22567,South,Consumer
22568,Central,Consumer
22569,East,Small Business
22570,North,Consumer
22571,South,Small Business
22572,West,Corporate
22573,West,Small Business
22574,North,Consumer
22575,South,Consumer
22576,East,Consumer
22577,South,Consumer
22578,West,Consumer
22579,Central,Small Business
22580,South,Consumer
22581,Central,Consumer
22582,North,Small Business
22583,North,Consumer
22584,West,Consumer
22585,Central,Consumer
22586,Central,Small Business
22587,Central,Consumer
22588,North,Consumer
22589,Central,Small Business
22590,West,Consumer
22591,West,Consumer
22592,Central,Corporate
22593,South,Consumer
22594,South,Consumer
22595,Central,Small Business
22596,South,Corporate
22597,West,Consumer
22598,West,Small Business
22599,Central,Consumer
22600,Central,Small Business
22601,East,Small Business
22602,East,Consumer
22603,Central,Small Business
22604,Central,Consumer
22605,West,Consumer
22606,North,Consumer
22607,West,Consumer
22608,Central,Consumer
22609,North,Consumer
22610,Central,Consumer
22611,South,Consumer
22612,West,Small Business
22613,East,Consumer
22614,North,Consumer
22615,Central,Small Business
22616,East,Small Business
22617,South,Small Business
22618,East,Consumer
22619,West,Small Business
22620,South,Consumer
22621,Central,Small Business
22622,Central,Small Business
22623,West,Corporate
22624,West,Corporate
22625,Central,Consumer
22626,South,Consumer
22627,Central,Consumer
22628,Central,Small Business
22629,Central,Consumer
22630,Central,Small Business
22631,Central,Consumer
22632,West,Consumer
22633,East,Consumer
22634,East,Consumer
22635,North,Small Business
22636,East,Small Business
22637,Central,Consumer
22638,South,Corporate
22639,South,Consumer
22640,North,Consumer
22641,Central,Corporate
22642,Central,Corporate
22643,Central,Consumer
22644,West,Consumer
22645,East,Consumer
22646,Central,Consumer
22647,West,Consumer
22648,East,Small Business
22649,Central,Consumer
22650,South,Consumer
22651,Central,Consumer
22652,Central,Corporate
22653,South,Small Business
22654,Central,Consumer
22655,East,Consumer
22656,East,Small Business
22657,Central,Consumer
22658,Central,Small Business
22659,Central,Small Business
22660,North,Small Business
22661,Central,Consumer
22662,South,Consumer
22663,North,Consumer
22664,Central,Consumer
22665,West,Consumer
22666,North,Consumer
22667,West,Consumer
22668,West,Consumer
22669,Central,Small Business
22670,South,Consumer
22671,East,Consumer
22672,Central,Consumer
22673,South,Consumer
22674,Central,Consumer
22675,North,Consumer
22676,West,Consumer
22677,West,Consumer
22678,East,Consumer
22679,West,Corporate
22680,East,Consumer
22681,Central,Small Business
22682,West,Small Business
22683,West,Consumer
22684,Central,Corporate
22685,Central,Small Business
22686,North,Consumer
22687,South,Consumer
22688,South,Corporate
22689,East,Small Business
22690,Central,Consumer
22691,South,Consumer
22692,Central,Small Business
22693,East,Consumer
22694,North,Consumer
22695,Central,Consumer
22696,Central,Consumer
22697,Central,Consumer
22698,Central,Consumer
22699,North,Small Business
22700,Central,Consumer
